ptp4l[541259.878]: selected /dev/ptp0 as PTP clock
ptp4l[541259.885]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[541259.887]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[541259.890]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[541259.937]: timeguard: registered, proxy_id=0xcfaf929b9607c444

ptp4l[541259.938]: TG_CMD_SET_TIME InvokeCommand result: 0x0

ptp4l[541266.899]: selected local clock 000000.fffe.049f06 as best master
ptp4l[541266.900]: TEE: InvokeCommand returned 0x0

ptp4l[541266.902]: TEE: InvokeCommand returned 0x0

ptp4l[541266.902]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[541267.274]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[541271.286]: selected best master clock 641c10.fffe.f12579
ptp4l[541271.287]: TEE: InvokeCommand returned 0x0

ptp4l[541271.289]: TEE: InvokeCommand returned 0x0

ptp4l[541271.289]: TEE: DECIDE OK -> decided_state=9 (ps_out=9)

ptp4l[541271.292]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[541552.317]: master offset        -29 s2 freq  -80957 path delay       934
ptp4l[541553.321]: master offset        -34 s2 freq  -80971 path delay       934
ptp4l[541554.320]: master offset          1 s2 freq  -80946 path delay       934
ptp4l[541555.320]: master offset         -6 s2 freq  -80953 path delay       934
ptp4l[541556.321]: master offset        -17 s2 freq  -80965 path delay       934
ptp4l[541557.318]: master offset         18 s2 freq  -80935 path delay       934
ptp4l[541558.314]: master offset         14 s2 freq  -80934 path delay       933
ptp4l[541559.321]: master offset         -2 s2 freq  -80946 path delay       933
ptp4l[541560.321]: master offset        -11 s2 freq  -80955 path delay       933
ptp4l[541561.321]: master offset        -17 s2 freq  -80965 path delay       933
ptp4l[541562.321]: master offset         19 s2 freq  -80934 path delay       932
ptp4l[541563.321]: master offset         11 s2 freq  -80936 path delay       932
ptp4l[541564.319]: master offset         -3 s2 freq  -80947 path delay       932
ptp4l[541565.319]: master offset        -17 s2 freq  -80962 path delay       933
ptp4l[541566.322]: master offset         34 s2 freq  -80916 path delay       933
ptp4l[541567.322]: master offset         19 s2 freq  -80921 path delay       934
ptp4l[541568.320]: master offset          5 s2 freq  -80929 path delay       934
ptp4l[541569.322]: master offset         -7 s2 freq  -80939 path delay       934
ptp4l[541570.322]: master offset        -19 s2 freq  -80954 path delay       934
ptp4l[541571.322]: master offset        -33 s2 freq  -80973 path delay       934
ptp4l[541572.320]: master offset          8 s2 freq  -80942 path delay       933
ptp4l[541573.323]: master offset        -11 s2 freq  -80959 path delay       933
ptp4l[541574.323]: master offset        -23 s2 freq  -80974 path delay       933
ptp4l[541575.323]: master offset         14 s2 freq  -80944 path delay       933
ptp4l[541576.323]: master offset          1 s2 freq  -80953 path delay       932
ptp4l[541577.324]: master offset        -12 s2 freq  -80965 path delay       932
ptp4l[541578.321]: master offset         21 s2 freq  -80936 path delay       931
ptp4l[541579.324]: master offset          6 s2 freq  -80945 path delay       931
ptp4l[541580.324]: master offset        -16 s2 freq  -80965 path delay       931
ptp4l[541581.324]: master offset         19 s2 freq  -80935 path delay       929
ptp4l[541582.324]: master offset         -7 s2 freq  -80955 path delay       930
ptp4l[541583.322]: master offset        -29 s2 freq  -80979 path delay       933
ptp4l[541584.318]: master offset          7 s2 freq  -80952 path delay       933
ptp4l[541591.282]: port 1 (eth0): SLAVE to LISTENING on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES
ptp4l[541591.282]: selected local clock 000000.fffe.049f06 as best master
ptp4l[541591.283]: TEE: InvokeCommand returned 0x0

ptp4l[541591.285]: TEE: InvokeCommand returned 0x0

ptp4l[541591.286]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[541597.636]: TEE: InvokeCommand returned 0x0

ptp4l[541597.638]: TEE: InvokeCommand returned 0x0

ptp4l[541597.638]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

