ptp4l[25226.604]: selected /dev/ptp0 as PTP clock
ptp4l[25226.608]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[25226.612]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[25226.614]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[25226.616]: timeguard: registered, proxy_id=0x6027c231067d9997

ptp4l[25226.617]: TG_CMD_SET_TIME InvokeCommand result: 0x0

ptp4l[25233.208]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[25233.986]: selected local clock 000000.fffe.049f06 as best master
ptp4l[25233.988]: TEE: InvokeCommand returned 0x0

ptp4l[25233.989]: TEE: InvokeCommand returned 0x0

ptp4l[25233.990]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[25237.050]: selected best master clock 641c10.fffe.f12579
ptp4l[25237.051]: TEE: InvokeCommand returned 0x0

ptp4l[25237.053]: TEE: InvokeCommand returned 0x0

ptp4l[25237.054]: TEE: DECIDE OK -> decided_state=9 (ps_out=9)

ptp4l[25237.055]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[25328.506]: master offset   -4380250 s2 freq -10040689 path delay   -142303
ptp4l[25329.508]: master offset    5726003 s2 freq -1248511 path delay   -307371
ptp4l[25330.512]: master offset    6483528 s2 freq +1226814 path delay   -307371
ptp4l[25331.514]: master offset    5061525 s2 freq +1749870 path delay   -307371
ptp4l[25332.515]: master offset  -14134002 s2 freq -15927200 path delay   -307371
ptp4l[25333.501]: master offset    3187716 s2 freq -2845682 path delay   -307371
ptp4l[25334.514]: master offset   13067976 s2 freq +7990893 path delay   -474079
ptp4l[25335.522]: master offset    -863933 s2 freq -2020624 path delay   -309011
ptp4l[25336.512]: master offset   -7912663 s2 freq -9328534 path delay   -583280
ptp4l[25337.502]: master offset    1231260 s2 freq -2558409 path delay   -583280
ptp4l[25338.507]: master offset    3417040 s2 freq   -3251 path delay   -583280
ptp4l[25339.517]: master offset   -4749648 s2 freq -7144827 path delay   -981356
ptp4l[25340.508]: master offset    2141020 s2 freq -1679054 path delay   -981356
ptp4l[25341.508]: master offset    3103700 s2 freq  -74068 path delay   -430212
ptp4l[25342.506]: master offset    2440305 s2 freq +193647 path delay    -60487
ptp4l[25343.513]: master offset    2118697 s2 freq +604131 path delay    -60487
ptp4l[25344.520]: master offset   10062707 s2 freq +9183750 path delay   -430212
ptp4l[25345.521]: master offset     -66431 s2 freq +2073424 path delay    -60487
ptp4l[25346.512]: master offset  -20305007 s2 freq -18185081 path delay    135033
ptp4l[25347.493]: master offset     -78498 s2 freq -4050075 path delay    135033
ptp4l[25348.503]: master offset    3854011 s2 freq -141115 path delay    -60487
ptp4l[25349.511]: master offset    3888110 s2 freq +1049187 path delay    -60487
ptp4l[25350.516]: master offset  -14708891 s2 freq -16381381 path delay    145621
ptp4l[25351.501]: master offset   -4845124 s2 freq -10930281 path delay    145621
ptp4l[25352.508]: master offset    6410784 s2 freq -1127910 path delay   -221731
ptp4l[25353.514]: master offset    7281858 s2 freq +1666399 path delay   -301698
ptp4l[25354.527]: master offset   -1264848 s2 freq -4695750 path delay   -668690
ptp4l[25355.516]: master offset  -10558901 s2 freq -14369257 path delay  -1108007
ptp4l[25356.503]: master offset  -23550934 s2 freq -30528960 path delay  -1648577
ptp4l[25357.487]: master offset    6963437 s2 freq -7079869 path delay  -1648577
ptp4l[25358.505]: master offset   21556668 s2 freq +9602393 path delay  -2572122
ptp4l[25359.527]: master offset   11605825 s2 freq +6118550 path delay  -2572122
ptp4l[25360.528]: master offset    4108920 s2 freq +2103393 path delay  -1648577
ptp4l[25361.519]: master offset    1734603 s2 freq +961752 path delay  -1648577
ptp4l[25362.513]: master offset  -18490609 s2 freq -18743080 path delay   -741015
ptp4l[25363.491]: master offset   12337721 s2 freq +6538068 path delay  -2391529
ptp4l[25364.511]: master offset    5554476 s2 freq +3456139 path delay  -2391529
ptp4l[25365.516]: master offset   -8999347 s2 freq -9431341 path delay    282145
ptp4l[25366.508]: master offset     142896 s2 freq -2988902 path delay    286223
ptp4l[25367.506]: master offset    1720176 s2 freq -1368753 path delay    286223
ptp4l[25368.510]: master offset    2867700 s2 freq +294823 path delay    286223
ptp4l[25369.524]: master offset   10951765 s2 freq +9239198 path delay    286223
ptp4l[25370.526]: master offset   -8709080 s2 freq -7136117 path delay    461412
ptp4l[25371.510]: master offset   -1871431 s2 freq -2911192 path delay    461412
ptp4l[25372.509]: master offset     860147 s2 freq -741043 path delay    286223
ptp4l[25373.512]: master offset    2501653 s2 freq +1158507 path delay     48619
ptp4l[25374.518]: master offset     903503 s2 freq +310853 path delay     48619
ptp4l[25375.514]: master offset     -52506 s2 freq -374106 path delay     48619
ptp4l[25376.514]: master offset  -19640505 s2 freq -19977856 path delay    109030
ptp4l[25377.501]: master offset     562399 s2 freq -5667104 path delay     25542
ptp4l[25378.507]: master offset   -7794792 s2 freq -13855575 path delay     -5058
ptp4l[25379.504]: master offset    5506955 s2 freq -2892266 path delay    -34892
ptp4l[25380.518]: master offset   -4885754 s2 freq -11632888 path delay   -161270
ptp4l[25381.514]: master offset    7002328 s2 freq -1210532 path delay   -161270
ptp4l[25382.521]: master offset    7831179 s2 freq +1719017 path delay   -179760
ptp4l[25383.525]: master offset    2460067 s2 freq -1302741 path delay   -179760
ptp4l[25384.520]: master offset   -2279902 s2 freq -5304690 path delay   -341975
ptp4l[25385.513]: master offset    2604980 s2 freq -1103779 path delay   -341975
ptp4l[25386.515]: master offset    3155364 s2 freq +228099 path delay   -190864
ptp4l[25387.516]: master offset    2621180 s2 freq +640524 path delay   -190864
ptp4l[25388.519]: master offset    1354726 s2 freq +160424 path delay     54330
ptp4l[25389.524]: master offset    9458078 s2 freq +8670194 path delay     54330
ptp4l[25390.526]: master offset      99797 s2 freq +2149337 path delay    136436
ptp4l[25391.516]: master offset   -4675804 s2 freq -2596325 path delay    208767
ptp4l[25392.511]: master offset   -2420723 s2 freq -1743986 path delay    208767
ptp4l[25393.510]: master offset    7655246 s2 freq +7605767 path delay    208767
ptp4l[25394.514]: master offset   -6328591 s2 freq -4081497 path delay    208767
ptp4l[25395.513]: master offset   -2503555 s2 freq -2155038 path delay    208767
ptp4l[25396.512]: master offset    -781146 s2 freq -1183695 path delay    208767
ptp4l[25397.514]: master offset      98663 s2 freq -538230 path delay    208767
ptp4l[25398.516]: master offset   -6701030 s2 freq -7308324 path delay    208767
ptp4l[25399.512]: master offset  -18493608 s2 freq -21111211 path delay    192942
ptp4l[25400.502]: master offset  -25046189 s2 freq -32767999 path delay    -52243
ptp4l[25401.493]: master offset   15609875 s2 freq +7444189 path delay    -52243
ptp4l[25402.521]: master offset    7485607 s2 freq +4002884 path delay    -52243
ptp4l[25403.527]: master offset   10186599 s2 freq +8949558 path delay    -52243
ptp4l[25404.531]: master offset     190957 s2 freq +2009896 path delay     55316
ptp4l[25405.518]: master offset  -41168681 s2 freq -32767999 path delay     55316
ptp4l[25406.485]: master offset  -20842527 s2 freq -18966301 path delay   -102369
ptp4l[25407.486]: master offset  -17884572 s2 freq -22261104 path delay   -832775
ptp4l[25408.497]: master offset    6535406 s2 freq -3206498 path delay   -832775
ptp4l[25409.527]: master offset    4811898 s2 freq -2969384 path delay  -1841736
ptp4l[25410.531]: master offset    7357230 s2 freq +1019517 path delay  -1841736
ptp4l[25411.530]: master offset    4874960 s2 freq +744416 path delay   -723303
ptp4l[25412.527]: master offset    2777243 s2 freq +109187 path delay    221019
ptp4l[25413.519]: master offset   10956658 s2 freq +9121775 path delay    221019
ptp4l[25414.528]: master offset    1103597 s2 freq +2555711 path delay    260697
ptp4l[25415.522]: master offset   -1873410 s2 freq  -90216 path delay    260697
ptp4l[25416.517]: master offset   -2186187 s2 freq -965016 path delay    260697
ptp4l[25417.514]: master offset  -17863913 s2 freq -17298599 path delay    207667
ptp4l[25418.503]: master offset     565152 s2 freq -4228707 path delay    -22863
ptp4l[25419.512]: master offset    4259775 s2 freq -364539 path delay    -22863
ptp4l[25420.517]: master offset    4238073 s2 freq +891692 path delay    -31109
ptp4l[25421.525]: master offset  -13343770 s2 freq -15418729 path delay    153393
ptp4l[25422.512]: master offset   -1359443 s2 freq -7437533 path delay    153393
ptp4l[25423.515]: master offset   11574637 s2 freq +5088714 path delay    153393
ptp4l[25424.528]: master offset    -550046 s2 freq -3563578 path delay    153393
ptp4l[25425.523]: master offset    2417893 s2 freq -760653 path delay    153393
ptp4l[25426.523]: master offset   -9637547 s2 freq -12090725 path delay     22958
ptp4l[25427.513]: master offset   -1718902 s2 freq -7063344 path delay   -594901
ptp4l[25428.517]: master offset    5188734 s2 freq -671379 path delay   -594901
ptp4l[25429.530]: master offset   -5662731 s2 freq -9966224 path delay   -594901
ptp4l[25430.521]: master offset    4554813 s2 freq -1447499 path delay   -877424
ptp4l[25431.522]: master offset    5644856 s2 freq +1008988 path delay   -877424
ptp4l[25432.525]: master offset    4248398 s2 freq +1305987 path delay   -877424
ptp4l[25433.525]: master offset    5970928 s2 freq +4303036 path delay     22958
ptp4l[25434.526]: master offset    1293661 s2 freq +1417048 path delay     22958
ptp4l[25435.521]: master offset  -10534786 s2 freq -10023301 path delay     22958
ptp4l[25436.513]: master offset  -13303163 s2 freq -15952114 path delay   -374482
ptp4l[25437.507]: master offset   -8877933 s2 freq -15517833 path delay   -877424
ptp4l[25438.511]: master offset    7373671 s2 freq -1929609 path delay  -1863631
ptp4l[25439.530]: master offset   11232706 s2 freq +4141528 path delay  -1863631
ptp4l[25440.536]: master offset    6857552 s2 freq +3136185 path delay  -1863631
ptp4l[25441.530]: master offset   -5179509 s2 freq -6843610 path delay    204765
