ptp4l[555597.481]: selected /dev/ptp0 as PTP clock
ptp4l[555597.487]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[555597.490]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[555597.493]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[555597.537]: timeguard: registered, proxy_id=0x8a8f24203eb0dd10

ptp4l[555597.539]: TG_CMD_SET_TIME InvokeCommand result: 0x0

ptp4l[555604.581]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[555604.786]: selected local clock 000000.fffe.049f06 as best master
ptp4l[555604.788]: TEE: InvokeCommand returned 0x0

ptp4l[555604.790]: TEE: InvokeCommand returned 0x0

ptp4l[555604.791]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[555608.595]: selected best master clock 641c10.fffe.f12579
ptp4l[555608.597]: TEE: InvokeCommand returned 0x0

ptp4l[555608.598]: TEE: InvokeCommand returned 0x0

ptp4l[555608.599]: TEE: DECIDE OK -> decided_state=9 (ps_out=9)

ptp4l[555608.601]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[555704.596]: master offset    2849997 s2 freq +3374597 path delay   -223450
ptp4l[555705.600]: master offset    -577307 s2 freq +802292 path delay   -223450
ptp4l[555706.599]: master offset     514755 s2 freq +1721162 path delay   -223450
ptp4l[555707.600]: master offset    1023584 s2 freq +2384418 path delay   -542723
ptp4l[555708.600]: master offset    2224704 s2 freq +3892613 path delay   -223450
ptp4l[555709.601]: master offset   -1751930 s2 freq +583390 path delay   -223450
ptp4l[555710.598]: master offset    1694237 s2 freq +3503978 path delay   -223450
ptp4l[555711.600]: master offset      57696 s2 freq +2375708 path delay      3199
ptp4l[555712.600]: master offset   -2436982 s2 freq -101661 path delay      3199
ptp4l[555713.593]: master offset    1563401 s2 freq +3167627 path delay      3199
ptp4l[555714.600]: master offset    1861907 s2 freq +3935154 path delay   -216443
ptp4l[555715.602]: master offset   -2245730 s2 freq +386089 path delay   -216443
ptp4l[555716.598]: master offset    -743143 s2 freq +1214957 path delay   -216443
ptp4l[555717.599]: master offset    2424301 s2 freq +4159458 path delay   -466033
ptp4l[555718.601]: master offset   -2153108 s2 freq +309339 path delay    -73446
ptp4l[555719.599]: master offset   -2824078 s2 freq -1007563 path delay    177337
ptp4l[555720.597]: master offset    2479540 s2 freq +3448831 path delay   -209869
ptp4l[555721.602]: master offset    3515462 s2 freq +5228615 path delay   -209869
ptp4l[555722.605]: master offset    -261751 s2 freq +2506041 path delay    130684
ptp4l[555723.602]: master offset   -1538709 s2 freq +1150558 path delay    405847
ptp4l[555724.598]: master offset   -2788146 s2 freq -560492 path delay    405847
ptp4l[555725.594]: master offset    5688703 s2 freq +7079913 path delay    405847
ptp4l[555726.603]: master offset    6770833 s2 freq +9868654 path delay    192274
ptp4l[555727.609]: master offset    8195344 s2 freq +13324415 path delay    192274
ptp4l[555728.612]: master offset   -4967312 s2 freq +2620362 path delay    370359
ptp4l[555729.601]: master offset   -9097784 s2 freq -3000304 path delay    494207
ptp4l[555730.592]: master offset   -1034088 s2 freq +2334057 path delay    316121
ptp4l[555731.597]: master offset   -1183640 s2 freq +1874279 path delay     66877
ptp4l[555732.600]: master offset   -3250226 s2 freq -547399 path delay    154524
ptp4l[555733.600]: master offset    -801743 s2 freq +926016 path delay    154524
ptp4l[555734.602]: master offset    2284180 s2 freq +3771416 path delay     66121
ptp4l[555735.607]: master offset     348545 s2 freq +2521035 path delay    154524
ptp4l[555736.605]: master offset   -4454683 s2 freq -2177629 path delay    154524
ptp4l[555737.600]: master offset    1706942 s2 freq +2647591 path delay     66121
ptp4l[555738.606]: master offset    1471026 s2 freq +2923757 path delay    220543
