ptp4l[550478.577]: selected /dev/ptp0 as PTP clock
ptp4l[550478.582]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[550478.585]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[550478.587]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[550478.630]: timeguard: registered, proxy_id=0xc120b44ebd8891ce

ptp4l[550478.631]: TG_CMD_SET_TIME InvokeCommand result: 0x0

ptp4l[550485.346]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[550485.636]: selected local clock 000000.fffe.049f06 as best master
ptp4l[550485.638]: TEE: InvokeCommand returned 0x0

ptp4l[550485.639]: TEE: InvokeCommand returned 0x0

ptp4l[550485.640]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[550489.365]: selected best master clock 641c10.fffe.f12579
ptp4l[550489.366]: TEE: InvokeCommand returned 0x0

ptp4l[550489.367]: TEE: InvokeCommand returned 0x0

ptp4l[550489.367]: TEE: DECIDE OK -> decided_state=9 (ps_out=9)

ptp4l[550489.368]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[550603.377]: master offset    -180709 s2 freq +4050582 path delay  -1760948
ptp4l[550604.364]: master offset  -10508552 s2 freq -6331473 path delay  -1760948
ptp4l[550605.353]: master offset   -4940164 s2 freq -3915651 path delay  -1760948
ptp4l[550606.365]: master offset    9390274 s2 freq +8932738 path delay  -1760948
ptp4l[550607.376]: master offset    2882839 s2 freq +5242385 path delay  -1731556
ptp4l[550608.370]: master offset   -8061950 s2 freq -4837552 path delay   -439947
ptp4l[550609.363]: master offset    -245026 s2 freq +560787 path delay   -439947
ptp4l[550610.368]: master offset    5118547 s2 freq +5850852 path delay  -1440670
ptp4l[550611.373]: master offset    1504898 s2 freq +3772767 path delay  -1440670
ptp4l[550612.369]: master offset   -3579727 s2 freq -860389 path delay   -423733
ptp4l[550613.362]: master offset   -7137598 s2 freq -5492178 path delay   -192579
ptp4l[550614.362]: master offset     416508 s2 freq  -79351 path delay   -192579
ptp4l[550615.375]: master offset   10268406 s2 freq +9897499 path delay   -192579
ptp4l[550616.382]: master offset    2457327 s2 freq +5166942 path delay   -192579
ptp4l[550617.366]: master offset  -11588025 s2 freq -8141212 path delay    593847
ptp4l[550618.362]: master offset   -2562174 s2 freq -2591768 path delay    593847
ptp4l[550619.369]: master offset   11109416 s2 freq +10311170 path delay   -265406
ptp4l[550620.379]: master offset    1905474 s2 freq +4440052 path delay   -265406
ptp4l[550621.372]: master offset   -9389445 s2 freq -6283224 path delay   1607011
ptp4l[550622.359]: master offset  -10904563 s2 freq -10615176 path delay   2085631
ptp4l[550623.362]: master offset    5186117 s2 freq +2204135 path delay   2085631
ptp4l[550624.383]: master offset   15488239 s2 freq +14062092 path delay   1607011
ptp4l[550625.396]: master offset   10415988 s2 freq +13636313 path delay   1100949
ptp4l[550626.381]: master offset  -14051998 s2 freq -7706877 path delay   1579569
ptp4l[550627.358]: master offset  -15126678 s2 freq -12997156 path delay   2190020
ptp4l[550628.353]: master offset    1251019 s2 freq -1157462 path delay   2190020
ptp4l[550629.370]: master offset    9305409 s2 freq +7272233 path delay   1548107
ptp4l[550630.382]: master offset    3192268 s2 freq +3950715 path delay   1548107
ptp4l[550631.378]: master offset   -2367145 s2 freq -651018 path delay   1548107
ptp4l[550632.367]: master offset   -7660427 s2 freq -6654443 path delay   2263264
ptp4l[550633.364]: master offset   -2391689 s2 freq -3683833 path delay   2263264
ptp4l[550634.376]: master offset   10567202 s2 freq +8557551 path delay   2263264
ptp4l[550635.390]: master offset   14819006 s2 freq +15979516 path delay   2263264
ptp4l[550636.389]: master offset   -5851895 s2 freq -245684 path delay   2263264
ptp4l[550637.376]: master offset   -1895657 s2 freq +1954986 path delay    116378
ptp4l[550638.364]: master offset   -9076246 s2 freq -5794300 path delay    116378
ptp4l[550639.362]: master offset   -1284315 s2 freq -725243 path delay    116378
ptp4l[550640.369]: master offset    2440697 s2 freq +2614475 path delay    116378
ptp4l[550641.379]: master offset    8723598 s2 freq +9629585 path delay    116378
ptp4l[550642.383]: master offset    3344563 s2 freq +6867629 path delay    116378
ptp4l[550643.367]: master offset  -13381749 s2 freq -8855314 path delay    116378
ptp4l[550644.363]: master offset   -3001713 s2 freq -2489803 path delay   -737528
ptp4l[550645.369]: master offset    9372760 s2 freq +8984156 path delay   -737528
ptp4l[550646.383]: master offset    1978712 s2 freq +4401936 path delay     85171
ptp4l[550647.376]: master offset   -4578471 s2 freq -1561633 path delay     85171
ptp4l[550648.366]: master offset  -10522164 s2 freq -8878867 path delay     85171
ptp4l[550649.362]: master offset    -620759 s2 freq -2134112 path delay   -753565
ptp4l[550650.378]: master offset   13522483 s2 freq +11822903 path delay   -753565
ptp4l[550651.389]: master offset    4070691 s2 freq +6427856 path delay   -753565
ptp4l[550652.378]: master offset   -9705366 s2 freq -6126994 path delay    300813
ptp4l[550653.366]: master offset   -2493340 s2 freq -1826578 path delay   -139884
ptp4l[550654.366]: master offset    6668609 s2 freq +6587369 path delay   -139884
ptp4l[550655.380]: master offset     756137 s2 freq +2675480 path delay   -139884
ptp4l[550656.374]: master offset   -2414393 s2 freq -268209 path delay    179369
ptp4l[550657.371]: master offset   -6346541 s2 freq -4924675 path delay    834492
ptp4l[550658.370]: master offset     321729 s2 freq -160367 path delay    -29650
ptp4l[550659.379]: master offset    8224229 s2 freq +7838651 path delay    -29650
ptp4l[550660.383]: master offset    4399304 s2 freq +6480995 path delay    -29650
ptp4l[550661.379]: master offset   -7691108 s2 freq -4289626 path delay    -29650
ptp4l[550662.371]: master offset   -2624829 s2 freq -1530679 path delay    -29650
ptp4l[550663.374]: master offset    4484913 s2 freq +4791614 path delay  -1130824
ptp4l[550664.383]: master offset   10248639 s2 freq +11900814 path delay  -2050392
ptp4l[550665.386]: master offset   -2349589 s2 freq +2377178 path delay   -398670
ptp4l[550666.372]: master offset  -12762872 s2 freq -8740982 path delay   1423440
ptp4l[550667.360]: master offset  -10864645 s2 freq -10671616 path delay   1423440
ptp4l[550668.369]: master offset   15591672 s2 freq +12525307 path delay  -2050392
ptp4l[550669.387]: master offset   11879328 s2 freq +13490465 path delay  -2050392
ptp4l[550670.391]: master offset   -6170004 s2 freq -995069 path delay   -536318
ptp4l[550671.372]: master offset  -13404333 s2 freq -10080399 path delay   -536318
ptp4l[550672.358]: master offset  -10790241 s2 freq -11487607 path delay   1604672
ptp4l[550673.375]: master offset   13363617 s2 freq +9429179 path delay   1604672
ptp4l[550674.398]: master offset   17030433 s2 freq +17105080 path delay    551084
ptp4l[550675.402]: master offset   -2009141 s2 freq +3174636 path delay   1604672
ptp4l[550676.380]: master offset  -13448514 s2 freq -8867480 path delay   1604672
ptp4l[550677.368]: master offset   -4170865 s2 freq -3624385 path delay   1604672
ptp4l[550678.377]: master offset   10136273 s2 freq +9431494 path delay   1040353
ptp4l[550679.389]: master offset    4610844 s2 freq +6946947 path delay    307268
ptp4l[550680.381]: master offset   -6544617 s2 freq -2825261 path delay   1360856
ptp4l[550681.376]: master offset   -1854436 s2 freq  -98465 path delay   1360856
ptp4l[550682.374]: master offset    3575354 s2 freq +4774994 path delay    307268
ptp4l[550683.383]: master offset    5803595 s2 freq +8075841 path delay   -457506
ptp4l[550684.386]: master offset   -1558731 s2 freq +2454594 path delay   -457506
ptp4l[550685.374]: master offset   -9180307 s2 freq -5634602 path delay   -137003
ptp4l[550686.365]: master offset   -9910904 s2 freq -9119291 path delay   1059669
ptp4l[550687.373]: master offset    7530834 s2 freq +5349176 path delay   1059669
ptp4l[550688.387]: master offset    5796936 s2 freq +5874528 path delay   1059669
ptp4l[550689.392]: master offset    2776309 s2 freq +4592982 path delay     52166
ptp4l[550690.382]: master offset   -8306872 s2 freq -5657306 path delay     52166
ptp4l[550691.375]: master offset   -1866931 s2 freq -1709427 path delay     52166
ptp4l[550692.377]: master offset    6225915 s2 freq +5823340 path delay     52166
ptp4l[550693.392]: master offset    9067755 s2 freq +10532954 path delay     52166
ptp4l[550694.393]: master offset   -2848986 s2 freq +1336540 path delay   1159051
ptp4l[550695.384]: master offset   -3720378 s2 freq -389548 path delay   1159051
ptp4l[550696.375]: master offset   -7101550 s2 freq -4886833 path delay   1159051
ptp4l[550697.375]: master offset    2915272 s2 freq +2999524 path delay     52166
ptp4l[550698.379]: master offset     898885 s2 freq +1857718 path delay     52166
ptp4l[550699.385]: master offset    4871414 s2 freq +6099913 path delay  -1309908
ptp4l[550700.386]: master offset    1340305 s2 freq +4030228 path delay    -67643
ptp4l[550701.380]: master offset   -7003758 s2 freq -3911744 path delay   1601825
ptp4l[550702.373]: master offset   -5193535 s2 freq -4202648 path delay   1601825
ptp4l[550703.378]: master offset    7019986 s2 freq +6452812 path delay    977672
ptp4l[550704.388]: master offset    1624083 s2 freq +3162905 path delay    977672
ptp4l[550705.387]: master offset    -693383 s2 freq +1332664 path delay    977672
ptp4l[550706.381]: master offset   -6486488 s2 freq -4668456 path delay    977672
ptp4l[550707.378]: master offset    1793800 s2 freq +1665886 path delay    977672
ptp4l[550708.387]: master offset    9666305 s2 freq +10076531 path delay    977672
ptp4l[550709.397]: master offset    5410448 s2 freq +8720565 path delay    848510
ptp4l[550710.389]: master offset   -9554919 s2 freq -4621667 path delay    848510
ptp4l[550711.377]: master offset   -3695174 s2 freq -1628398 path delay    -76436
ptp4l[550712.378]: master offset    4308519 s2 freq +5266743 path delay   -732816
ptp4l[550713.386]: master offset   15658518 s2 freq +17909298 path delay  -2434363
ptp4l[550714.393]: master offset   -5416181 s2 freq +1532154 path delay  -2168313
ptp4l[550715.376]: master offset  -15226785 s2 freq -9903304 path delay  -2168313
ptp4l[550716.360]: master offset  -11089537 s2 freq -10334092 path delay  -1480360
ptp4l[550717.369]: master offset    9246802 s2 freq +6675386 path delay  -1480360
ptp4l[550718.395]: master offset   17143583 s2 freq +17346208 path delay  -2242602
ptp4l[550719.404]: master offset    2999929 s2 freq +8345629 path delay  -2242602
ptp4l[550720.387]: master offset  -12093197 s2 freq -5847519 path delay  -2242602
ptp4l[550721.365]: master offset   -6635826 s2 freq -4018107 path delay  -1713156
ptp4l[550722.374]: master offset    2501079 s2 freq +3128050 path delay  -1713156
ptp4l[550723.383]: master offset    1830958 s2 freq +3208253 path delay  -1126921
ptp4l[550724.389]: master offset    2631905 s2 freq +4558487 path delay  -1126921
ptp4l[550725.388]: master offset   -3349427 s2 freq -633273 path delay   -676608
ptp4l[550726.379]: master offset   -5874981 s2 freq -4163655 path delay   -676608
ptp4l[550727.378]: master offset   -2084285 s2 freq -2135453 path delay   -415170
ptp4l[550728.384]: master offset    9514372 s2 freq +8837918 path delay   -415170
ptp4l[550729.399]: master offset    9790850 s2 freq +11968708 path delay   -415170
ptp4l[550730.397]: master offset   -5297499 s2 freq -182386 path delay   -415170
ptp4l[550731.385]: master offset   -5386722 s2 freq -1860859 path delay    -63946
ptp4l[550732.375]: master offset   -6967679 s2 freq -5057833 path delay    -63946
ptp4l[550733.379]: master offset    2801310 s2 freq +2620853 path delay    -63946
ptp4l[550734.394]: master offset   11909437 s2 freq +12569373 path delay    -63946
