ptp4l[15032.692]: selected /dev/ptp0 as PTP clock
ptp4l[15032.696]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[15032.699]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[15032.702]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[15032.704]: timeguard: registered, proxy_id=0xeba4f6a02162d091

ptp4l[15032.705]: TG_CMD_SET_TIME InvokeCommand result: 0x0

ptp4l[15039.827]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[15040.421]: selected local clock 000000.fffe.049f06 as best master
ptp4l[15040.422]: TEE: InvokeCommand returned 0x0

ptp4l[15040.424]: TEE: InvokeCommand returned 0x0

ptp4l[15040.425]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[15043.842]: selected best master clock 641c10.fffe.f12579
ptp4l[15043.843]: TEE: InvokeCommand returned 0x0

ptp4l[15043.845]: TEE: InvokeCommand returned 0x0

ptp4l[15043.845]: TEE: DECIDE OK -> decided_state=9 (ps_out=9)

ptp4l[15043.847]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[15112.841]: master offset   -2391720 s2 freq -204108 path delay    123829
ptp4l[15113.838]: master offset    1714672 s2 freq +3184768 path delay    123829
ptp4l[15114.843]: master offset     214212 s2 freq +2198709 path delay    361603
ptp4l[15115.842]: master offset     749906 s2 freq +2798667 path delay    361603
ptp4l[15116.843]: master offset   -2167908 s2 freq +105825 path delay    361603
ptp4l[15117.841]: master offset    1623367 s2 freq +3246727 path delay    361603
ptp4l[15118.843]: master offset     143449 s2 freq +2253819 path delay    495494
ptp4l[15119.842]: master offset    -218211 s2 freq +1935194 path delay    495494
ptp4l[15120.840]: master offset     592692 s2 freq +2680634 path delay    504757
ptp4l[15121.843]: master offset   -2200554 s2 freq  +65195 path delay    504757
ptp4l[15122.841]: master offset    1632016 s2 freq +3237599 path delay    504757
ptp4l[15123.844]: master offset   -1714878 s2 freq +380310 path delay    504757
ptp4l[15124.842]: master offset    2319093 s2 freq +3899817 path delay    -14112
ptp4l[15125.845]: master offset    8898770 s2 freq +11175222 path delay     13845
ptp4l[15126.851]: master offset    -489469 s2 freq +4456614 path delay     13845
ptp4l[15127.846]: master offset   -5088442 s2 freq -289199 path delay     13845
ptp4l[15128.838]: master offset    -186676 s2 freq +3086034 path delay   -717559
ptp4l[15129.840]: master offset   -1368260 s2 freq +1848447 path delay   -717559
ptp4l[15130.841]: master offset   -3325054 s2 freq -518825 path delay   -717559
ptp4l[15131.840]: master offset    9879694 s2 freq +11688407 path delay   -935658
ptp4l[15132.850]: master offset   -2598611 s2 freq +2174010 path delay   -935658
ptp4l[15133.844]: master offset   -1188503 s2 freq +2804535 path delay   -700184
ptp4l[15134.837]: master offset   -4105925 s2 freq -469438 path delay   -700184
ptp4l[15135.840]: master offset    8841480 s2 freq +11246190 path delay   -700184
ptp4l[15136.850]: master offset    -513414 s2 freq +4543740 path delay   -700184
ptp4l[15137.846]: master offset   -3850036 s2 freq +1053093 path delay   -125971
ptp4l[15138.841]: master offset   -5018500 s2 freq -1270381 path delay   -125971
ptp4l[15139.838]: master offset     157076 s2 freq +2399645 path delay   -125971
ptp4l[15140.845]: master offset   -2300862 s2 freq  -11171 path delay   -125971
ptp4l[15141.842]: master offset    3442733 s2 freq +5042166 path delay  -1107427
ptp4l[15142.842]: master offset   -1355082 s2 freq +1277171 path delay    440009
ptp4l[15143.845]: master offset   -2738009 s2 freq -512281 path delay    440009
ptp4l[15144.843]: master offset    2460524 s2 freq +3864849 path delay   -341052
ptp4l[15145.847]: master offset    9074971 s2 freq +11217454 path delay   -341052
ptp4l[15146.855]: master offset   -1641432 s2 freq +3223542 path delay    985563
ptp4l[15147.848]: master offset   -3232559 s2 freq +1139985 path delay   1136492
ptp4l[15148.844]: master offset   -2381339 s2 freq +1021438 path delay   1041251
ptp4l[15149.842]: master offset   -3488232 s2 freq -799857 path delay   1041251
ptp4l[15150.844]: master offset    9787351 s2 freq +11429256 path delay   1041251
ptp4l[15151.854]: master offset   -1301694 s2 freq +3276417 path delay   1665337
ptp4l[15152.851]: master offset   -4742127 s2 freq -554525 path delay   1665337
ptp4l[15153.844]: master offset     294208 s2 freq +3059172 path delay   1069655
ptp4l[15154.846]: master offset    -883250 s2 freq +1969977 path delay   1069655
ptp4l[15155.846]: master offset   -2725798 s2 freq -137546 path delay    837961
ptp4l[15156.844]: master offset    2509744 s2 freq +4280256 path delay    495759
ptp4l[15157.849]: master offset   -1847505 s2 freq +675930 path delay    495759
ptp4l[15158.847]: master offset    2291598 s2 freq +4260782 path delay   -431991
ptp4l[15159.849]: master offset     -72347 s2 freq +2584316 path delay   -431991
ptp4l[15160.843]: master offset   -1176047 s2 freq +1458912 path delay     58841
ptp4l[15161.847]: master offset   -2732438 s2 freq -450293 path delay     58841
ptp4l[15162.845]: master offset    2112680 s2 freq +3575094 path delay   -431991
ptp4l[15163.848]: master offset   -1613118 s2 freq +483100 path delay   -431991
ptp4l[15164.847]: master offset    2280975 s2 freq +3893257 path delay   -917698
ptp4l[15165.849]: master offset   -1679721 s2 freq +616854 path delay   -917698
ptp4l[15166.847]: master offset   10236894 s2 freq +12029553 path delay   -991075
ptp4l[15167.856]: master offset    -815728 s2 freq +4047999 path delay   -426865
ptp4l[15168.849]: master offset   -3678042 s2 freq +940966 path delay    123681
ptp4l[15169.845]: master offset   -4731593 s2 freq -1215997 path delay    123681
ptp4l[15170.844]: master offset   10055333 s2 freq +12151451 path delay   -967488
ptp4l[15171.856]: master offset   -2418358 s2 freq +2694360 path delay   -967488
ptp4l[15172.849]: master offset   -3307165 s2 freq +1080045 path delay   -967488
ptp4l[15173.845]: master offset    -488164 s2 freq +2906897 path delay   -967488
ptp4l[15174.846]: master offset   -1556108 s2 freq +1692504 path delay   -873465
ptp4l[15175.848]: master offset   -3359405 s2 freq -577626 path delay   -873465
ptp4l[15176.846]: master offset    9734461 s2 freq +11508419 path delay   -922868
ptp4l[15177.857]: master offset    -979995 s2 freq +3714301 path delay   -690032
ptp4l[15178.852]: master offset   -4918850 s2 freq -518552 path delay   -690032
ptp4l[15179.845]: master offset    -516414 s2 freq +2408229 path delay   -690032
ptp4l[15180.847]: master offset   -3025290 s2 freq -255572 path delay   -690032
ptp4l[15181.847]: master offset    9929688 s2 freq +11791819 path delay   -922868
ptp4l[15182.858]: master offset    -548579 s2 freq +4292459 path delay   -922868
ptp4l[15183.853]: master offset   -5005144 s2 freq -328680 path delay   -922868
ptp4l[15184.846]: master offset    -786296 s2 freq +2388625 path delay   -932320
ptp4l[15185.847]: master offset   -3388196 s2 freq -449164 path delay   -793508
ptp4l[15186.842]: master offset    9774112 s2 freq +11696685 path delay  -1040897
ptp4l[15187.858]: master offset   -2768177 s2 freq +2086630 path delay  -1040897
ptp4l[15188.852]: master offset   -1051161 s2 freq +2973193 path delay  -1040897
ptp4l[15189.849]: master offset   -4102017 s2 freq -393012 path delay  -1040897
ptp4l[15190.847]: master offset    8741304 s2 freq +11219704 path delay  -1029920
ptp4l[15191.857]: master offset    -858241 s2 freq +4242551 path delay   -783033
ptp4l[15192.853]: master offset   -5305371 s2 freq -462052 path delay   -783033
ptp4l[15193.847]: master offset    -732726 s2 freq +2518982 path delay  -1010908
ptp4l[15194.848]: master offset   -3340805 s2 freq -308915 path delay  -1010908
ptp4l[15195.849]: master offset   -1135106 s2 freq +894543 path delay  -1010908
ptp4l[15196.850]: master offset   10464793 s2 freq +12153910 path delay  -1010908
ptp4l[15197.861]: master offset   -2026930 s2 freq +2801625 path delay  -1010908
ptp4l[15198.854]: master offset   -1027370 s2 freq +3193106 path delay  -1010908
ptp4l[15199.851]: master offset   -4310999 s2 freq -398734 path delay  -1010908
ptp4l[15200.848]: master offset    8570027 s2 freq +11188992 path delay  -1032997
ptp4l[15201.858]: master offset    -806394 s2 freq +4383579 path delay  -1010908
ptp4l[15202.854]: master offset   -3420050 s2 freq +1528005 path delay   -997052
ptp4l[15203.849]: master offset   -5066918 s2 freq -1144878 path delay   -997052
ptp4l[15204.847]: master offset   -2022721 s2 freq +379244 path delay   -997052
ptp4l[15205.853]: master offset    9990419 s2 freq +11785567 path delay   -889756
ptp4l[15206.852]: master offset   -2907850 s2 freq +1884424 path delay   -420949
ptp4l[15207.852]: master offset    -968686 s2 freq +2951233 path delay   -420949
ptp4l[15208.854]: master offset   -2409474 s2 freq +1219839 path delay    -28513
ptp4l[15209.853]: master offset   -3732504 s2 freq -826033 path delay    -28513
ptp4l[15210.852]: master offset    9928315 s2 freq +11715035 path delay   -390743
ptp4l[15211.869]: master offset   -1013854 s2 freq +3751360 path delay     57212
ptp4l[15212.855]: master offset   -4989961 s2 freq -528903 path delay     57212
ptp4l[15213.857]: master offset    -107813 s2 freq +2856257 path delay   -390743
ptp4l[15214.855]: master offset   -1449310 s2 freq +1482416 path delay      2327
ptp4l[15215.861]: master offset   -3029543 s2 freq -532610 path delay      2327
ptp4l[15216.855]: master offset   10126963 s2 freq +11715033 path delay   -160531
ptp4l[15217.870]: master offset   -2513953 s2 freq +2112206 path delay      2327
ptp4l[15218.859]: master offset    -724262 s2 freq +3147711 path delay   -115010
ptp4l[15219.861]: master offset   -2002134 s2 freq +1652560 path delay   -115010
ptp4l[15220.856]: master offset    6708265 s2 freq +9762319 path delay    -23216
ptp4l[15221.866]: master offset   -1883902 s2 freq +3182632 path delay    138939
ptp4l[15222.859]: master offset   -5256860 s2 freq -755497 path delay    138939
ptp4l[15223.856]: master offset    -449293 s2 freq +2475012 path delay    -23216
ptp4l[15224.856]: master offset   -1169487 s2 freq +1620030 path delay    148270
ptp4l[15225.862]: master offset   -2880857 s2 freq -442186 path delay    148270
ptp4l[15226.857]: master offset   10195594 s2 freq +11770008 path delay    -23216
ptp4l[15227.871]: master offset    -968603 s2 freq +3664489 path delay    661794
ptp4l[15228.863]: master offset   -4823610 s2 freq -481099 path delay    661794
ptp4l[15229.859]: master offset    1309085 s2 freq +4204513 path delay  -1104080
ptp4l[15230.857]: master offset   -3030474 s2 freq +257680 path delay  -1104080
ptp4l[15231.859]: master offset    9712697 s2 freq +12091709 path delay  -1648208
ptp4l[15232.865]: master offset   -2741000 s2 freq +2551821 path delay  -1648208
ptp4l[15233.862]: master offset   -3590774 s2 freq +879747 path delay  -1559285
ptp4l[15234.855]: master offset    -847103 s2 freq +2546185 path delay  -1283901
ptp4l[15235.861]: master offset   -3466101 s2 freq -326943 path delay  -1283901
ptp4l[15236.856]: master offset    1541076 s2 freq +3640403 path delay  -1226315
ptp4l[15237.863]: master offset   -2184369 s2 freq +377281 path delay  -1226315
ptp4l[15238.854]: master offset    1319128 s2 freq +3225467 path delay  -1226315
ptp4l[15239.864]: master offset    -129282 s2 freq +2172796 path delay  -1139113
ptp4l[15240.861]: master offset     129447 s2 freq +2392740 path delay   -827333
ptp4l[15241.861]: master offset    -381136 s2 freq +1920991 path delay   -799930
ptp4l[15242.860]: master offset    -492994 s2 freq +1694792 path delay   -696851
ptp4l[15243.861]: master offset   -2288068 s2 freq -248180 path delay   -696851
ptp4l[15244.858]: master offset    1875038 s2 freq +3228506 path delay   -710833
ptp4l[15245.865]: master offset    8241566 s2 freq +10157545 path delay    148220
ptp4l[15246.870]: master offset    -271634 s2 freq +4116815 path delay    235208
ptp4l[15247.865]: master offset   -2720920 s2 freq +1586039 path delay    387457
ptp4l[15248.860]: master offset   -2221500 s2 freq +1269183 path delay    182678
ptp4l[15249.861]: master offset   -3580519 s2 freq -756286 path delay    182678
