ptp4l[16222.120]: selected /dev/ptp0 as PTP clock
ptp4l[16222.127]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[16222.131]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[16222.133]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[16222.135]: timeguard: registered, proxy_id=0xa78d389efd35320f

ptp4l[16222.136]: TG_CMD_SET_TIME InvokeCommand result: 0x0

ptp4l[16228.402]: selected local clock 000000.fffe.049f06 as best master
ptp4l[16228.403]: TEE: InvokeCommand returned 0x0

ptp4l[16228.405]: TEE: InvokeCommand returned 0x0

ptp4l[16228.406]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[16229.432]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[16233.447]: selected best master clock 641c10.fffe.f12579
ptp4l[16233.449]: TEE: InvokeCommand returned 0x0

ptp4l[16233.451]: TEE: InvokeCommand returned 0x0

ptp4l[16233.452]: TEE: DECIDE OK -> decided_state=9 (ps_out=9)

ptp4l[16233.454]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[16393.456]: master offset   -2865187 s2 freq -529637 path delay     10323
ptp4l[16394.454]: master offset     -98997 s2 freq +1376997 path delay   -330209
ptp4l[16395.458]: master offset     445034 s2 freq +1891329 path delay   -330209
ptp4l[16396.458]: master offset     940524 s2 freq +2520329 path delay   -705780
ptp4l[16397.459]: master offset     313201 s2 freq +2175164 path delay   -705780
ptp4l[16398.454]: master offset    1724052 s2 freq +3679975 path delay   -393490
ptp4l[16399.458]: master offset   -2706784 s2 freq -233646 path delay    173046
ptp4l[16400.457]: master offset    -500745 s2 freq +1160358 path delay     87520
ptp4l[16401.453]: master offset    3916121 s2 freq +5427001 path delay   -771923
ptp4l[16402.459]: master offset    -668584 s2 freq +2017132 path delay    311750
ptp4l[16403.459]: master offset   -2824718 s2 freq -339577 path delay    311750
ptp4l[16404.457]: master offset    -585340 s2 freq +1052385 path delay    311750
ptp4l[16405.459]: master offset     284880 s2 freq +1747003 path delay    311750
ptp4l[16406.459]: master offset    2279336 s2 freq +3826923 path delay   -890291
ptp4l[16407.463]: master offset    2307155 s2 freq +4538543 path delay   -890291
ptp4l[16408.459]: master offset   -3556279 s2 freq -632744 path delay    268989
