ptp4l[456325.825]: selected /dev/ptp0 as PTP clock
ptp4l[456325.828]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[456325.828]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[456325.829]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[456332.858]: selected local clock 000000.fffe.049f06 as best master
ptp4l[456333.529]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[456337.529]: selected best master clock 641c10.fffe.f12579
ptp4l[456337.529]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[456533.549]: master offset         10 s2 freq  -80589 path delay       937
ptp4l[456534.549]: master offset        -21 s2 freq  -80617 path delay       938
ptp4l[456535.549]: master offset         10 s2 freq  -80592 path delay       934
ptp4l[456536.549]: master offset        -17 s2 freq  -80616 path delay       934
ptp4l[456537.549]: master offset         13 s2 freq  -80591 path delay       931
ptp4l[456538.549]: master offset        -31 s2 freq  -80631 path delay       934
ptp4l[456539.549]: master offset        -10 s2 freq  -80619 path delay       934
ptp4l[456540.550]: master offset         17 s2 freq  -80595 path delay       930
ptp4l[456541.550]: master offset         33 s2 freq  -80574 path delay       930
ptp4l[456542.550]: master offset         -1 s2 freq  -80598 path delay       932
ptp4l[456543.550]: master offset         17 s2 freq  -80581 path delay       932
ptp4l[456544.550]: master offset        -23 s2 freq  -80616 path delay       937
ptp4l[456545.550]: master offset         -2 s2 freq  -80601 path delay       932
ptp4l[456546.550]: master offset         20 s2 freq  -80580 path delay       934
ptp4l[456547.550]: master offset        -24 s2 freq  -80618 path delay       938
ptp4l[456548.551]: master offset         -8 s2 freq  -80609 path delay       938
ptp4l[456549.551]: master offset          9 s2 freq  -80595 path delay       938
ptp4l[456550.551]: master offset         35 s2 freq  -80566 path delay       933
ptp4l[456551.552]: master offset          6 s2 freq  -80584 path delay       933
ptp4l[456552.552]: master offset        -31 s2 freq  -80620 path delay       933
ptp4l[456553.552]: master offset        -16 s2 freq  -80614 path delay       932
ptp4l[456554.552]: master offset         -5 s2 freq  -80608 path delay       932
ptp4l[456555.552]: master offset          9 s2 freq  -80595 path delay       932
ptp4l[456556.552]: master offset         13 s2 freq  -80589 path delay       932
ptp4l[456557.552]: master offset        -17 s2 freq  -80615 path delay       932
ptp4l[456558.553]: master offset        -10 s2 freq  -80613 path delay       932
ptp4l[456559.553]: master offset         -6 s2 freq  -80612 path delay       933
ptp4l[456560.553]: master offset         21 s2 freq  -80587 path delay       933
ptp4l[456561.553]: master offset        -23 s2 freq  -80624 path delay       933
ptp4l[456562.553]: master offset         -8 s2 freq  -80616 path delay       933
ptp4l[456563.553]: master offset          1 s2 freq  -80610 path delay       934
ptp4l[456564.553]: master offset         23 s2 freq  -80587 path delay       934
ptp4l[456565.554]: master offset        -15 s2 freq  -80618 path delay       934
ptp4l[456566.553]: master offset          0 s2 freq  -80608 path delay       934
ptp4l[456567.554]: master offset         16 s2 freq  -80592 path delay       934
ptp4l[456568.554]: master offset        -12 s2 freq  -80615 path delay       934
ptp4l[456569.554]: master offset          5 s2 freq  -80602 path delay       934
ptp4l[456570.554]: master offset         24 s2 freq  -80581 path delay       932
ptp4l[456571.554]: master offset        -12 s2 freq  -80610 path delay       934
ptp4l[456572.555]: master offset          6 s2 freq  -80596 path delay       934
ptp4l[456573.554]: master offset         32 s2 freq  -80568 path delay       932
ptp4l[456574.554]: master offset          3 s2 freq  -80587 path delay       932
ptp4l[456575.555]: master offset        -45 s2 freq  -80634 path delay       938
ptp4l[456576.555]: master offset        -28 s2 freq  -80631 path delay       937
ptp4l[456577.555]: master offset        -14 s2 freq  -80625 path delay       937
ptp4l[456578.555]: master offset         -3 s2 freq  -80618 path delay       937
ptp4l[456579.555]: master offset          8 s2 freq  -80608 path delay       939
ptp4l[456580.555]: master offset         23 s2 freq  -80591 path delay       932
ptp4l[456581.556]: master offset        -21 s2 freq  -80628 path delay       934
ptp4l[456582.555]: master offset         -5 s2 freq  -80618 path delay       933
ptp4l[456583.556]: master offset         10 s2 freq  -80605 path delay       932
ptp4l[456584.556]: master offset         20 s2 freq  -80592 path delay       932
ptp4l[456585.556]: master offset        -23 s2 freq  -80629 path delay       932
ptp4l[456586.556]: master offset        -11 s2 freq  -80624 path delay       932
ptp4l[456587.556]: master offset         -8 s2 freq  -80624 path delay       933
ptp4l[456588.556]: master offset         10 s2 freq  -80608 path delay       932
ptp4l[456589.556]: master offset         19 s2 freq  -80596 path delay       932
ptp4l[456590.556]: master offset         29 s2 freq  -80581 path delay       933
ptp4l[456591.557]: master offset        -17 s2 freq  -80618 path delay       933
ptp4l[456592.557]: master offset         -1 s2 freq  -80607 path delay       933
ptp4l[456593.557]: master offset         14 s2 freq  -80592 path delay       933
ptp4l[456594.557]: master offset        -29 s2 freq  -80631 path delay       933
ptp4l[456595.557]: master offset        -17 s2 freq  -80628 path delay       934
ptp4l[456596.557]: master offset         -5 s2 freq  -80621 path delay       933
ptp4l[456597.557]: master offset          7 s2 freq  -80610 path delay       933
ptp4l[456598.557]: master offset         15 s2 freq  -80600 path delay       933
ptp4l[456599.557]: master offset         29 s2 freq  -80582 path delay       935
ptp4l[456600.557]: master offset        -17 s2 freq  -80619 path delay       935
ptp4l[456601.558]: master offset        -12 s2 freq  -80619 path delay       935
ptp4l[456602.558]: master offset        -12 s2 freq  -80623 path delay       935
ptp4l[456603.558]: master offset         -2 s2 freq  -80616 path delay       933
ptp4l[456604.558]: master offset          5 s2 freq  -80610 path delay       934
ptp4l[456605.558]: master offset          7 s2 freq  -80607 path delay       935
ptp4l[456606.558]: master offset         16 s2 freq  -80595 path delay       935
ptp4l[456607.558]: master offset         26 s2 freq  -80581 path delay       935
ptp4l[456608.558]: master offset        -13 s2 freq  -80612 path delay       936
ptp4l[456609.558]: master offset         -3 s2 freq  -80606 path delay       935
ptp4l[456610.559]: master offset         10 s2 freq  -80594 path delay       934
ptp4l[456611.559]: master offset        -39 s2 freq  -80640 path delay       934
ptp4l[456612.559]: master offset        -31 s2 freq  -80643 path delay       933
ptp4l[456613.559]: master offset        -13 s2 freq  -80635 path delay       931
ptp4l[456614.559]: master offset         -3 s2 freq  -80629 path delay       931
ptp4l[456615.559]: master offset          9 s2 freq  -80617 path delay       931
ptp4l[456616.559]: master offset         17 s2 freq  -80607 path delay       931
ptp4l[456617.560]: master offset         32 s2 freq  -80587 path delay       931
ptp4l[456618.560]: master offset         -7 s2 freq  -80616 path delay       931
ptp4l[456619.560]: master offset         -4 s2 freq  -80615 path delay       933
ptp4l[456620.560]: master offset          5 s2 freq  -80607 path delay       933
ptp4l[456621.560]: master offset         20 s2 freq  -80591 path delay       933
ptp4l[456622.560]: master offset        -23 s2 freq  -80628 path delay       933
ptp4l[456623.560]: master offset        -11 s2 freq  -80623 path delay       933
ptp4l[456624.560]: master offset          0 s2 freq  -80615 path delay       933
ptp4l[456625.560]: master offset         20 s2 freq  -80595 path delay       933
ptp4l[456626.561]: master offset         37 s2 freq  -80572 path delay       932
ptp4l[456627.561]: master offset          0 s2 freq  -80598 path delay       932
ptp4l[456628.561]: master offset         12 s2 freq  -80586 path delay       932
ptp4l[456629.561]: master offset        -35 s2 freq  -80629 path delay       932
ptp4l[456630.561]: master offset        -17 s2 freq  -80622 path delay       932
ptp4l[456631.561]: master offset         -5 s2 freq  -80615 path delay       931
ptp4l[456632.561]: master offset          3 s2 freq  -80608 path delay       931
ptp4l[456633.562]: master offset         17 s2 freq  -80594 path delay       931
ptp4l[456634.562]: master offset        -25 s2 freq  -80630 path delay       932
ptp4l[456635.562]: master offset        -17 s2 freq  -80630 path delay       933
ptp4l[456636.562]: master offset         -8 s2 freq  -80626 path delay       933
ptp4l[456637.562]: master offset          3 s2 freq  -80617 path delay       933
ptp4l[456638.562]: master offset         18 s2 freq  -80602 path delay       933
