ptp4l[617609.972]: selected /dev/ptp0 as PTP clock
ptp4l[617609.984]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[617609.987]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[617609.991]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[617610.036]: timeguard: registered, proxy_id=0xb7773cd9fca89d04

ptp4l[617610.038]: TG_CMD_SET_TIME InvokeCommand result: 0x0

ptp4l[617616.677]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[617616.741]: selected local clock 000000.fffe.049f06 as best master
ptp4l[617616.742]: TEE: InvokeCommand returned 0x0

ptp4l[617616.744]: TEE: InvokeCommand returned 0x0

ptp4l[617616.744]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[617620.519]: selected best master clock 641c10.fffe.f12579
ptp4l[617620.519]: TEE: InvokeCommand returned 0x0

ptp4l[617620.520]: TEE: InvokeCommand returned 0x0

ptp4l[617620.521]: TEE: DECIDE OK -> decided_state=9 (ps_out=9)

ptp4l[617620.521]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[617701.978]: master offset  -43402725 s2 freq -32767999 path delay   -581544
ptp4l[617702.940]: master offset   -2429483 s2 freq -15249427 path delay   -581544
ptp4l[617703.972]: master offset   -3782278 s2 freq -17331067 path delay  -2858125
ptp4l[617704.977]: master offset  -21629173 s2 freq -32767999 path delay  -1919334
ptp4l[617705.960]: master offset   -3063803 s2 freq -17747275 path delay  -1919334
ptp4l[617706.972]: master offset  -29722732 s2 freq -32767999 path delay  -2355213
ptp4l[617707.950]: master offset  -48797117 s2 freq -32767999 path delay  -1311153
ptp4l[617708.929]: master offset   -7846847 s2 freq -23449460 path delay  -1311153
ptp4l[617709.968]: master offset    8450067 s2 freq -9506600 path delay  -2355213
ptp4l[617710.991]: master offset    4044232 s2 freq -11377415 path delay  -2650911
ptp4l[617711.994]: master offset  -37240230 s2 freq -32767999 path delay  -2650911
ptp4l[617712.943]: master offset  -69544362 s2 freq -32767999 path delay  -3060363
ptp4l[617713.905]: master offset  -28605297 s2 freq -32767999 path delay  -3060363
ptp4l[617714.940]: master offset  -31687690 s2 freq -32767999 path delay  -4942844
ptp4l[617715.946]: master offset    -252988 s2 freq -14461365 path delay  -4942844
ptp4l[617716.979]: master offset   14869626 s2 freq +585352 path delay  -4942844
ptp4l[617718.000]: master offset   -5624778 s2 freq -15448164 path delay  -4942844
ptp4l[617718.985]: master offset  -53995538 s2 freq -32767999 path delay  -2747880
ptp4l[617719.933]: master offset  -13069398 s2 freq -24580217 path delay  -2747880
ptp4l[617720.962]: master offset    4499672 s2 freq -10931967 path delay  -4942844
ptp4l[617721.982]: master offset  -24094302 s2 freq -32767999 path delay  -2747880
ptp4l[617722.963]: master offset  -30843603 s2 freq -32767999 path delay  -5866513
ptp4l[617723.947]: master offset  -65037279 s2 freq -32767999 path delay  -3560475
ptp4l[617724.914]: master offset  -24163281 s2 freq -32767999 path delay  -3560475
ptp4l[617725.948]: master offset    3078997 s2 freq -11002740 path delay  -6269657
ptp4l[617726.983]: master offset   13974494 s2 freq +816456 path delay  -6269657
ptp4l[617728.010]: master offset   -1968995 s2 freq -10934685 path delay  -4269612
ptp4l[617728.995]: master offset    7233987 s2 freq -2322401 path delay  -2617797
ptp4l[617729.987]: master offset  -42825016 s2 freq -32767999 path delay  -2617797
ptp4l[617730.941]: master offset  -62303342 s2 freq -32767999 path delay  -4269612
ptp4l[617731.911]: master offset  -21342154 s2 freq -28728346 path delay  -4269612
ptp4l[617732.947]: master offset   17200883 s2 freq +3412045 path delay  -5212317
ptp4l[617733.993]: master offset   12789580 s2 freq +4161007 path delay  -4269612
ptp4l[617735.002]: master offset  -31717550 s2 freq -32767999 path delay    329737
ptp4l[617735.966]: master offset    9495444 s2 freq +4703745 path delay    329737
ptp4l[617736.992]: master offset    6633033 s2 freq +4689967 path delay    588457
ptp4l[617737.999]: master offset  -34813747 s2 freq -32767999 path delay    588457
ptp4l[617738.951]: master offset  -91500370 s2 freq -32767999 path delay   1125477
ptp4l[617739.892]: master offset  -50576383 s2 freq -32767999 path delay   1125477
ptp4l[617740.919]: master offset  -52383075 s2 freq -32767999 path delay    588457
ptp4l[617741.932]: master offset  -11436251 s2 freq -11389407 path delay    588457
ptp4l[617742.981]: master offset   11009496 s2 freq +7625464 path delay    588457
ptp4l[617744.019]: master offset    -281314 s2 freq -362497 path delay    588457
ptp4l[617745.007]: master offset    -296315 s2 freq -461892 path delay    302426
ptp4l[617746.000]: master offset     298264 s2 freq  +43792 path delay    -27456
ptp4l[617746.992]: master offset  -40988616 s2 freq -32767999 path delay    -27456
ptp4l[617747.945]: master offset  -92539994 s2 freq -32767999 path delay    -27456
ptp4l[617748.886]: master offset -105869484 s2 freq -32767999 path delay  -1271626
ptp4l[617749.862]: master offset  -64914803 s2 freq -32767999 path delay  -1271626
ptp4l[617750.902]: master offset  -19007630 s2 freq -19172622 path delay  -4127787
ptp4l[617751.957]: master offset  -19721891 s2 freq -25589172 path delay  -4040715
ptp4l[617752.980]: master offset   10888308 s2 freq -895541 path delay  -4040715
ptp4l[617754.018]: master offset    1569372 s2 freq -6947984 path delay  -5049159
ptp4l[617755.008]: master offset    8448892 s2 freq +402347 path delay  -5049159
ptp4l[617756.001]: master offset    3579734 s2 freq -1932143 path delay  -4040715
ptp4l[617756.995]: master offset  -37754686 s2 freq -32767999 path delay  -4040715
ptp4l[617757.943]: master offset  -95216676 s2 freq -32767999 path delay  -2546496
ptp4l[617758.885]: master offset  -54274696 s2 freq -32767999 path delay  -2546496
ptp4l[617759.912]: master offset  -57680173 s2 freq -32767999 path delay  -5056124
ptp4l[617760.924]: master offset  -16734038 s2 freq -21171995 path delay  -5056124
ptp4l[617761.970]: master offset    9369586 s2 freq  -88582 path delay  -5377157
ptp4l[617763.003]: master offset  -10740683 s2 freq -17387975 path delay  -2396882
ptp4l[617763.993]: master offset   -4362960 s2 freq -14232457 path delay  -1454765
ptp4l[617764.995]: master offset   11200702 s2 freq  +22317 path delay  -1454765
ptp4l[617766.007]: master offset  -36824067 s2 freq -32767999 path delay    420837
ptp4l[617766.964]: master offset    4158851 s2 freq -3659324 path delay    420837
ptp4l[617767.993]: master offset  -14004752 s2 freq -20575271 path delay  -1454765
ptp4l[617768.979]: master offset  -56384370 s2 freq -32767999 path delay  -2157258
ptp4l[617769.932]: master offset  -89326269 s2 freq -32767999 path delay  -2157258
ptp4l[617770.889]: master offset  -83145613 s2 freq -32767999 path delay  -4031183
ptp4l[617771.883]: master offset  -35236961 s2 freq -32767999 path delay  -4031183
ptp4l[617772.930]: master offset  -10917407 s2 freq -21689352 path delay  -4958231
ptp4l[617773.978]: master offset   13493760 s2 freq -553407 path delay  -4958231
ptp4l[617775.022]: master offset   -4838389 s2 freq -14837428 path delay  -4031183
ptp4l[617776.008]: master offset   10266922 s2 freq -1183634 path delay  -4031183
ptp4l[617776.998]: master offset   -8638443 s2 freq -17008922 path delay  -4031183
ptp4l[617777.985]: master offset  -49827971 s2 freq -32767999 path delay  -4031183
ptp4l[617778.933]: master offset -110273835 s2 freq -32767999 path delay   2472787
ptp4l[617779.877]: master offset  -69357643 s2 freq -32767999 path delay   2472787
ptp4l[617780.904]: master offset  -65114376 s2 freq -32767999 path delay   2472787
ptp4l[617781.918]: master offset  -40125432 s2 freq -32767999 path delay   2472787
ptp4l[617782.956]: master offset    1234201 s2 freq -9727811 path delay   2472787
ptp4l[617784.010]: master offset   -9878506 s2 freq -20470258 path delay   2472787
ptp4l[617785.007]: master offset   12194572 s2 freq -1360732 path delay  -1141431
ptp4l[617786.019]: master offset   13459486 s2 freq +3562554 path delay  -1141431
ptp4l[617787.002]: master offset  -10262385 s2 freq -16121471 path delay  -1141431
ptp4l[617787.986]: master offset    -164476 s2 freq -9102278 path delay  -3573012
ptp4l[617788.988]: master offset    9435863 s2 freq +448718 path delay  -3573012
ptp4l[617789.995]: master offset  -15727802 s2 freq -21884188 path delay  -3573012
ptp4l[617790.980]: master offset    9984308 s2 freq -890418 path delay  -4868193
ptp4l[617792.002]: master offset   20471741 s2 freq +12592307 path delay  -4868193
ptp4l[617793.018]: master offset  -13826864 s2 freq -15564776 path delay  -3573012
ptp4l[617793.983]: master offset  -10308244 s2 freq -16194215 path delay  -2002088
ptp4l[617794.976]: master offset     178512 s2 freq -8799932 path delay  -2002088
ptp4l[617795.985]: master offset  -29709578 s2 freq -32767999 path delay   -791902
