ptp4l[620027.093]: selected /dev/ptp0 as PTP clock
ptp4l[620027.100]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[620027.103]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[620027.107]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[620027.153]: timeguard: registered, proxy_id=0xb602f62673d68916

ptp4l[620027.155]: TG_CMD_SET_TIME InvokeCommand result: 0x0

ptp4l[620034.109]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[620034.212]: selected local clock 000000.fffe.049f06 as best master
ptp4l[620034.213]: TEE: InvokeCommand returned 0x0

ptp4l[620034.215]: TEE: InvokeCommand returned 0x0

ptp4l[620034.215]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[620037.954]: selected best master clock 641c10.fffe.f12579
ptp4l[620037.954]: TEE: InvokeCommand returned 0x0

ptp4l[620037.955]: TEE: InvokeCommand returned 0x0

ptp4l[620037.955]: TEE: DECIDE OK -> decided_state=9 (ps_out=9)

ptp4l[620037.956]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[620141.445]: master offset   13310188 s2 freq +6682609 path delay  -1622352
ptp4l[620142.441]: master offset    1041773 s2 freq -1592749 path delay   -557976
ptp4l[620143.433]: master offset    2388832 s2 freq  +66841 path delay   -557976
ptp4l[620144.428]: master offset    2004994 s2 freq +399653 path delay   -447103
ptp4l[620145.428]: master offset    1411211 s2 freq +407368 path delay   -447103
ptp4l[620146.427]: master offset   -9752871 s2 freq -10333350 path delay     80759
ptp4l[620147.426]: master offset   -3026477 s2 freq -6532818 path delay     80759
ptp4l[620148.424]: master offset   -1333657 s2 freq -5747941 path delay   -938355
ptp4l[620149.434]: master offset    3489688 s2 freq -1324693 path delay   -236670
ptp4l[620150.432]: master offset   -2445690 s2 freq -6213165 path delay   -196593
ptp4l[620151.431]: master offset   -1289707 s2 freq -5790889 path delay   -512320
ptp4l[620152.429]: master offset    4439558 s2 freq -448536 path delay   -512320
ptp4l[620153.432]: master offset    2857923 s2 freq -698303 path delay  -1594154
ptp4l[620154.437]: master offset   -7461808 s2 freq -10160657 path delay  -1594154
ptp4l[620155.429]: master offset  -19024891 s2 freq -23962283 path delay  -2097695
ptp4l[620156.417]: master offset   -4745969 s2 freq -15390828 path delay  -1959358
ptp4l[620157.419]: master offset   12682548 s2 freq +613898 path delay  -2290951
ptp4l[620158.433]: master offset   -2118657 s2 freq -10382542 path delay  -2290951
ptp4l[620159.438]: master offset    7813453 s2 freq -1086029 path delay  -2290951
ptp4l[620160.437]: master offset    8742399 s2 freq +2186952 path delay  -2290951
ptp4l[620161.440]: master offset    6371919 s2 freq +2439192 path delay  -2290951
ptp4l[620162.437]: master offset   -1726653 s2 freq -3747804 path delay   -593154
ptp4l[620163.423]: master offset   -6041313 s2 freq -8580460 path delay   -593154
ptp4l[620164.423]: master offset    2630351 s2 freq -1721190 path delay   -593154
ptp4l[620165.428]: master offset    3718531 s2 freq +156095 path delay   -112646
ptp4l[620166.433]: master offset   -1157075 s2 freq -3603951 path delay     72050
ptp4l[620167.434]: master offset    2091741 s2 freq -702258 path delay     72050
ptp4l[620168.432]: master offset  -14942496 s2 freq -17108973 path delay    117845
ptp4l[620169.430]: master offset    2356434 s2 freq -4292791 path delay    117845
ptp4l[620170.429]: master offset   -6507318 s2 freq -12449613 path delay     61949
ptp4l[620171.435]: master offset    5508974 s2 freq -2385517 path delay     61949
ptp4l[620172.436]: master offset    7780134 s2 freq +1538336 path delay     39056
ptp4l[620173.438]: master offset   -8914436 s2 freq -12822194 path delay     39056
ptp4l[620174.431]: master offset    5124534 s2 freq -1457555 path delay   -902050
ptp4l[620175.434]: master offset   -1747425 s2 freq -6792154 path delay   -963741
ptp4l[620176.433]: master offset  -17573362 s2 freq -23142318 path delay  -1681779
ptp4l[620177.427]: master offset    6824416 s2 freq -4016549 path delay  -1681779
ptp4l[620178.433]: master offset    1345613 s2 freq -7448027 path delay  -1504621
ptp4l[620179.440]: master offset    9565018 s2 freq +1175062 path delay  -1504621
ptp4l[620180.442]: master offset   -4920575 s2 freq -10441026 path delay   -963741
ptp4l[620181.438]: master offset    3954746 s2 freq -3041877 path delay   -403427
ptp4l[620182.437]: master offset   -6462715 s2 freq -12272914 path delay   -299286
ptp4l[620183.433]: master offset   -3306772 s2 freq -11055786 path delay   -299286
ptp4l[620184.430]: master offset   14428917 s2 freq +5687871 path delay   -662119
ptp4l[620185.442]: master offset    -772709 s2 freq -5185079 path delay   -299286
ptp4l[620186.444]: master offset   -4430533 s2 freq -9074716 path delay   -662119
ptp4l[620187.431]: master offset  -16904684 s2 freq -22878027 path delay  -1283876
ptp4l[620188.430]: master offset    7781530 s2 freq -3263218 path delay  -1283876
ptp4l[620189.430]: master offset    5630736 s2 freq -3079553 path delay  -1733553
ptp4l[620190.445]: master offset   -5677828 s2 freq -12698896 path delay   -377324
ptp4l[620191.440]: master offset    7697534 s2 freq -1026883 path delay   -377324
ptp4l[620192.440]: master offset    1846073 s2 freq -4569084 path delay   -398043
ptp4l[620193.446]: master offset    6028505 s2 freq +167170 path delay   -398043
ptp4l[620194.441]: master offset    1967130 s2 freq -2085653 path delay   -158490
ptp4l[620195.435]: master offset   -8841494 s2 freq -12304138 path delay     71159
ptp4l[620196.434]: master offset   -9147974 s2 freq -15263066 path delay   -185360
ptp4l[620197.436]: master offset    5951305 s2 freq -2908180 path delay   -185360
ptp4l[620198.439]: master offset   15812904 s2 freq +8738811 path delay   -185360
ptp4l[620199.449]: master offset    6769466 s2 freq +4439244 path delay   -185360
ptp4l[620200.437]: master offset  -41805856 s2 freq -32767999 path delay   -185360
ptp4l[620201.410]: master offset   -6863241 s2 freq -7162623 path delay   -879379
ptp4l[620202.420]: master offset   11114362 s2 freq +8756008 path delay  -3483159
ptp4l[620203.441]: master offset    9924630 s2 freq +10900584 path delay  -3483159
ptp4l[620204.447]: master offset   -1759593 s2 freq +2193750 path delay  -3483159
ptp4l[620205.437]: master offset   -4239531 s2 freq -814066 path delay  -3483159
ptp4l[620206.430]: master offset   -6422767 s2 freq -4269161 path delay  -2365378
ptp4l[620207.430]: master offset   -2565881 s2 freq -2339105 path delay  -2365378
ptp4l[620208.431]: master offset    2572653 s2 freq +2029665 path delay  -1458616
ptp4l[620209.428]: master offset  -43772983 s2 freq -32767999 path delay   -424282
ptp4l[620210.406]: master offset   -7341080 s2 freq -7112272 path delay  -1458616
ptp4l[620211.415]: master offset     -35465 s2 freq -2008981 path delay  -1458616
ptp4l[620212.433]: master offset     764258 s2 freq -1219898 path delay   -424282
ptp4l[620213.441]: master offset    1824038 s2 freq  +69159 path delay   -237934
ptp4l[620214.444]: master offset   -5264534 s2 freq -6472201 path delay   -165800
ptp4l[620215.438]: master offset     854756 s2 freq -1932271 path delay   -165800
ptp4l[620216.440]: master offset    2683094 s2 freq +152493 path delay   -165800
ptp4l[620217.433]: master offset  -38564337 s2 freq -32767999 path delay   -165800
ptp4l[620218.413]: master offset  -14260492 s2 freq -15986164 path delay   -346690
ptp4l[620219.425]: master offset    3049520 s2 freq -2954300 path delay   -346690
ptp4l[620220.429]: master offset  -36396987 s2 freq -32767999 path delay   -165800
ptp4l[620221.400]: master offset  -88098668 s2 freq -32767999 path delay    125064
ptp4l[620222.356]: master offset  -46846249 s2 freq -32767999 path delay   -188418
ptp4l[620223.374]: master offset   -5585371 s2 freq -10674335 path delay   -188418
ptp4l[620224.424]: master offset    6449457 s2 freq -315118 path delay   -933931
ptp4l[620225.452]: master offset   -2809014 s2 freq -7638752 path delay  -1247125
ptp4l[620226.460]: master offset  -13123720 s2 freq -18796162 path delay  -1314422
ptp4l[620227.451]: master offset    7100953 s2 freq -2508605 path delay  -1314422
ptp4l[620228.442]: master offset  -34067341 s2 freq -32767999 path delay  -1247125
ptp4l[620229.421]: master offset    3119777 s2 freq -4359495 path delay  -1247125
